============ Start of Season ============
1995-11-03 | w: LAL | L: DEN
1995-11-15 | w: LAL | L: DAL
1995-11-15 | w: CHI | L: CLE
1995-11-15 | w: NJN | L: CHH
1995-11-15 | w: DEN | L: PHX
1995-11-15 | w: UTH | L: BOS
1995-11-15 | w: DET | L: SEA
1995-11-15 | w: WAS | L: PHL
1995-11-15 | w: IND | L: MIA
1995-11-15 | w: SAN | L: MIN
1995-11-15 | w: HOU | L: TOR
1995-11-16 | w: LAC | L: VAN
1995-11-16 | w: NYK | L: GOS
1995-11-16 | w: HOU | L: MIL
1995-11-16 | w: SAC | L: POR
1995-11-16 | w: ORL | L: IND
1995-11-17 | w: LAC | L: DAL
1995-11-17 | w: SAC | L: PHX
1995-11-17 | w: CHI | L: NJN
1995-11-17 | w: CLE | L: PHL
1995-11-17 | w: BOS | L: WAS
1995-11-17 | w: NYK | L: DEN
1995-11-17 | w: UTH | L: DET
1995-11-17 | w: MIA | L: ATL
1995-11-17 | w: LAL | L: VAN
1995-11-17 | w: SEA | L: CHH
1995-11-17 | w: TOR | L: MIN
1995-11-18 | w: SAN | L: CHH
1995-11-18 | w: GOS | L: DAL
1995-11-18 | w: NJN | L: PHL
1995-11-18 | w: PHX | L: POR
1995-11-18 | w: BOS | L: MIL
1995-11-18 | w: IND | L: SEA
1995-11-18 | w: TOR | L: WAS
1995-11-18 | w: CLE | L: DET
1995-11-18 | w: HOU | L: DEN
1995-11-18 | w: MIA | L: ORL
1995-11-18 | w: UTH | L: MIN
1995-11-19 | w: LAL | L: LAC
1995-11-19 | w: NYK | L: VAN
1995-11-19 | w: ATL | L: SAC
1995-11-20 | w: HOU | L: BOS
1995-11-20 | w: UTH | L: NJN
1995-11-20 | w: POR | L: LAC
1995-11-20 | w: ORL | L: GOS
1995-11-21 | w: POR | L: LAL
1995-11-21 | w: DEN | L: ATL
1995-11-21 | w: CHI | L: DAL
1995-11-21 | w: TOR | L: SEA
1995-11-22 | w: CHI | L: SAN
1995-11-22 | w: LAC | L: NJN
1995-11-22 | w: PHX | L: ATL
1995-11-22 | w: UTH | L: SAC
1995-11-22 | w: HOU | L: PHL
1995-11-22 | w: WAS | L: DET
1995-11-22 | w: MIL | L: TOR
1995-11-22 | w: NYK | L: CLE
1995-11-22 | w: MIA | L: GOS
1995-11-22 | w: SEA | L: MIN
1995-11-22 | w: ORL | L: VAN
1995-11-22 | w: BOS | L: CHH
1995-11-23 | w: HOU | L: IND
1995-11-24 | w: SAC | L: LAL
1995-11-24 | w: GOS | L: BOS
1995-11-24 | w: DET | L: PHL
1995-11-24 | w: CHI | L: UTH
1995-11-24 | w: WAS | L: MIA
1995-11-24 | w: SEA | L: SAN
1995-11-24 | w: POR | L: NJN
1995-11-24 | w: CLE | L: IND
1995-11-24 | w: ORL | L: MIN
1995-11-24 | w: DEN | L: DAL
1995-11-24 | w: CHH | L: VAN
1995-11-25 | w: SAN | L: LAC
1995-11-25 | w: NYK | L: HOU
1995-11-25 | w: DEN | L: UTH
1995-11-25 | w: PHX | L: LAL
1995-11-25 | w: GOS | L: PHL
1995-11-25 | w: ORL | L: WAS
1995-11-25 | w: ATL | L: TOR
1995-11-25 | w: CLE | L: MIL
1995-11-25 | w: MIA | L: VAN
1995-11-26 | w: SAC | L: NJN
1995-11-26 | w: MIN | L: MIL
1995-11-26 | w: DET | L: HOU
1995-11-26 | w: CHH | L: BOS
1995-11-26 | w: SEA | L: CHI
1995-11-27 | w: UTH | L: PHX
1995-11-27 | w: CHI | L: POR
1995-11-27 | w: TOR | L: GOS
1995-11-27 | w: ORL | L: DET
1995-11-28 | w: ATL | L: NYK
1995-11-28 | w: SAC | L: DEN
1995-11-28 | w: NJN | L: WAS
1995-11-28 | w: CHH | L: MIL
1995-11-28 | w: IND | L: SEA
1995-11-28 | w: HOU | L: LAC
1995-11-28 | w: CLE | L: TOR
1995-11-28 | w: MIA | L: DAL
1995-11-28 | w: MIN | L: VAN
1995-11-29 | w: LAL | L: PHX
1995-11-29 | w: SAN | L: LAC
1995-11-29 | w: POR | L: GOS
1995-11-29 | w: BOS | L: DET
1995-11-29 | w: ATL | L: PHL
1995-11-29 | w: CHH | L: NYK
1995-11-30 | w: SAC | L: IND
1995-11-30 | w: MIA | L: DET
1995-11-30 | w: CLE | L: WAS
1995-11-30 | w: MIL | L: POR
1995-11-30 | w: UTH | L: HOU
1995-11-30 | w: CHI | L: VAN
1995-11-30 | w: ORL | L: DAL
1995-12-01 | w: LAL | L: VAN
1995-12-01 | w: NJN | L: BOS
1995-12-01 | w: PHX | L: MIN
1995-12-01 | w: DAL | L: ATL
1995-12-01 | w: SEA | L: MIL
1995-12-01 | w: MIA | L: CHH
1995-12-01 | w: TOR | L: PHL
1995-12-02 | w: NJN | L: CLE
1995-12-02 | w: SAC | L: ORL
1995-12-02 | w: CHI | L: LAC
1995-12-02 | w: SAN | L: PHX
1995-12-02 | w: GOS | L: IND
1995-12-02 | w: DEN | L: MIN
1995-12-02 | w: NYK | L: PHL
1995-12-02 | w: DET | L: ATL
1995-12-02 | w: HOU | L: CHH
1995-12-02 | w: WAS | L: BOS
1995-12-03 | w: LAL | L: IND
1995-12-03 | w: NYK | L: WAS
1995-12-03 | w: CLE | L: DAL
1995-12-03 | w: POR | L: ORL
1995-12-03 | w: MIL | L: VAN
1995-12-03 | w: MIA | L: TOR
1995-12-04 | w: DEN | L: DET
1995-12-04 | w: BOS | L: MIA
1995-12-05 | w: NYK | L: DAL
1995-12-05 | w: ORL | L: LAC
1995-12-05 | w: SAN | L: LAL
1995-12-05 | w: HOU | L: UTH
1995-12-05 | w: PHX | L: VAN
1995-12-05 | w: IND | L: PHL
1995-12-05 | w: SEA | L: TOR
1995-12-06 | w: ORL | L: GOS
1995-12-06 | w: CHI | L: NYK
1995-12-06 | w: PHL | L: DAL
1995-12-06 | w: WAS | L: ATL
1995-12-06 | w: HOU | L: LAL
1995-12-06 | w: BOS | L: MIA
1995-12-06 | w: MIN | L: NJN
1995-12-06 | w: CHH | L: CLE
1995-12-07 | w: DEN | L: UTH
1995-12-07 | w: MIL | L: LAC
1995-12-07 | w: SAN | L: ATL
1995-12-07 | w: POR | L: TOR
1995-12-07 | w: DET | L: VAN
1995-12-08 | w: LAL | L: TOR
1995-12-08 | w: DET | L: GOS
1995-12-08 | w: CHI | L: SAN
1995-12-08 | w: SEA | L: SAC
1995-12-08 | w: NJN | L: IND
1995-12-08 | w: DEN | L: PHX
1995-12-08 | w: CLE | L: PHL
1995-12-08 | w: HOU | L: WAS
1995-12-08 | w: MIN | L: LAC
1995-12-08 | w: ORL | L: CHH
1995-12-09 | w: BOS | L: PHL
1995-12-09 | w: UTH | L: GOS
1995-12-09 | w: CHI | L: MIL
1995-12-09 | w: MIA | L: PHX
1995-12-09 | w: NYK | L: ATL
1995-12-09 | w: NJN | L: CLE
1995-12-09 | w: SEA | L: POR
1995-12-09 | w: WAS | L: DAL
1995-12-09 | w: CHH | L: MIN
1995-12-10 | w: LAL | L: DET
1995-12-10 | w: SAC | L: MIA
1995-12-10 | w: NYK | L: SAN
1995-12-10 | w: ATL | L: BOS
1995-12-10 | w: IND | L: LAC
1995-12-10 | w: POR | L: HOU
1995-12-10 | w: TOR | L: VAN
1995-12-11 | w: UTH | L: CHH
1995-12-11 | w: DEN | L: PHL
1995-12-12 | w: HOU | L: SAC
1995-12-12 | w: GOS | L: MIA
1995-12-12 | w: NYK | L: LAL
1995-12-12 | w: ORL | L: NJN
1995-12-12 | w: CHH | L: PHX
1995-12-12 | w: CLE | L: LAC
1995-12-12 | w: IND | L: DEN
1995-12-12 | w: MIN | L: ATL
1995-12-12 | w: WAS | L: MIL
1995-12-12 | w: DAL | L: SEA
1995-12-12 | w: BOS | L: TOR
1995-12-13 | w: CHI | L: ORL
1995-12-13 | w: SEA | L: SAN
1995-12-13 | w: BOS | L: PHL
1995-12-13 | w: LAL | L: DET
1995-12-13 | w: HOU | L: VAN
1995-12-14 | w: LAC | L: MIA
1995-12-14 | w: DEN | L: NYK
1995-12-14 | w: POR | L: CHH
1995-12-14 | w: CHI | L: ATL
1995-12-14 | w: SAN | L: DAL
1995-12-14 | w: IND | L: TOR
1995-12-15 | w: BOS | L: TOR
1995-12-15 | w: DET | L: NJN
1995-12-15 | w: SAC | L: HOU
1995-12-15 | w: IND | L: MIL
1995-12-15 | w: WAS | L: LAL
1995-12-15 | w: SEA | L: GOS
1995-12-15 | w: VAN | L: POR
1995-12-15 | w: CLE | L: MIN
1995-12-15 | w: ORL | L: UTH
1995-12-16 | w: NYK | L: DET
1995-12-16 | w: CHI | L: LAL
1995-12-16 | w: CHH | L: LAC
1995-12-16 | w: SAN | L: SAC
1995-12-16 | w: ATL | L: DEN
1995-12-16 | w: UTH | L: MIA
1995-12-16 | w: PHX | L: DAL
1995-12-16 | w: GOS | L: VAN
1995-12-17 | w: MIL | L: IND
1995-12-17 | w: CLE | L: DEN
1995-12-17 | w: WAS | L: POR
1995-12-17 | w: PHL | L: MIN
1995-12-17 | w: TOR | L: ORL
1995-12-18 | w: UTH | L: NJN
1995-12-18 | w: SAC | L: VAN
1995-12-18 | w: CHI | L: BOS
1995-12-19 | w: SAN | L: POR
1995-12-19 | w: CHI | L: DAL
1995-12-19 | w: WAS | L: LAC
1995-12-19 | w: NYK | L: MIA
1995-12-19 | w: GOS | L: CHH
1995-12-19 | w: LAL | L: MIL
1995-12-19 | w: HOU | L: PHX
1995-12-19 | w: CLE | L: MIN
1995-12-19 | w: VAN | L: SEA
1995-12-19 | w: DET | L: TOR
1995-12-20 | w: MIA | L: NJN
1995-12-20 | w: DEN | L: GOS
1995-12-20 | w: PHL | L: UTH
1995-12-20 | w: PHX | L: WAS
1995-12-20 | w: DET | L: MIL
1995-12-20 | w: IND | L: LAL
1995-12-20 | w: ORL | L: MIN
1995-12-21 | w: LAC | L: SAC
1995-12-21 | w: SAN | L: DEN
1995-12-21 | w: UTH | L: CLE
1995-12-21 | w: HOU | L: POR
1995-12-21 | w: SEA | L: VAN
1995-12-21 | w: CHH | L: BOS
1995-12-22 | w: LAL | L: SAC
1995-12-22 | w: CHI | L: TOR
1995-12-22 | w: GOS | L: WAS
1995-12-22 | w: BOS | L: MIN
1995-12-22 | w: MIL | L: PHL
1995-12-22 | w: IND | L: DAL
1995-12-22 | w: ATL | L: NJN
1995-12-22 | w: DET | L: MIA
1995-12-22 | w: PHX | L: VAN
1995-12-22 | w: ORL | L: NYK
1995-12-23 | w: NYK | L: TOR
1995-12-23 | w: CHI | L: UTH
1995-12-23 | w: SAN | L: HOU
1995-12-23 | w: ORL | L: DET
1995-12-23 | w: LAC | L: DEN
1995-12-23 | w: NJN | L: PHL
1995-12-23 | w: MIL | L: ATL
1995-12-23 | w: LAL | L: POR
1995-12-23 | w: CLE | L: IND
1995-12-23 | w: MIN | L: DAL
1995-12-23 | w: SEA | L: WAS
1995-12-23 | w: CHH | L: MIA
1995-12-25 | w: SAN | L: PHX
1995-12-25 | w: ORL | L: HOU
1995-12-26 | w: LAL | L: BOS
1995-12-26 | w: SAC | L: SAN
1995-12-26 | w: DET | L: GOS
1995-12-26 | w: UTH | L: POR
1995-12-26 | w: DEN | L: DAL
1995-12-26 | w: HOU | L: VAN
1995-12-26 | w: ATL | L: LAC
1995-12-26 | w: IND | L: CHI
1995-12-26 | w: MIA | L: NJN
1995-12-26 | w: TOR | L: MIL
1995-12-27 | w: PHX | L: PHL
1995-12-27 | w: SEA | L: DEN
1995-12-27 | w: WAS | L: GOS
1995-12-27 | w: POR | L: BOS
1995-12-27 | w: MIL | L: MIN
1995-12-27 | w: LAC | L: CHH
1995-12-28 | w: SAN | L: LAL
1995-12-28 | w: CLE | L: NYK
1995-12-28 | w: UTH | L: MIN
1995-12-28 | w: DET | L: TOR
1995-12-28 | w: HOU | L: NJN
1995-12-28 | w: IND | L: MIA
1995-12-28 | w: DAL | L: VAN
1995-12-29 | w: SAC | L: PHL
1995-12-29 | w: CHI | L: IND
1995-12-29 | w: PHX | L: DEN
1995-12-29 | w: GOS | L: ATL
1995-12-29 | w: SEA | L: BOS
1995-12-29 | w: WAS | L: NYK
1995-12-29 | w: ORL | L: LAC
1995-12-29 | w: CHH | L: POR
1995-12-30 | w: SAN | L: MIN
1995-12-30 | w: GOS | L: NJN
1995-12-30 | w: CHI | L: ATL
1995-12-30 | w: SEA | L: PHX
1995-12-30 | w: DEN | L: PHL
1995-12-30 | w: DET | L: CHH
1995-12-30 | w: UTH | L: LAL
1995-12-30 | w: WAS | L: MIL
1995-12-30 | w: CLE | L: POR
1995-12-30 | w: MIA | L: LAC
1995-12-30 | w: VAN | L: BOS
1995-12-30 | w: HOU | L: DAL
1996-01-02 | w: PHL | L: LAL
1996-01-02 | w: POR | L: NYK
1996-01-02 | w: NJN | L: MIL
1996-01-02 | w: IND | L: DEN
1996-01-02 | w: CLE | L: WAS
1996-01-02 | w: SEA | L: ATL
1996-01-02 | w: HOU | L: MIN
1996-01-02 | w: UTH | L: DAL
1996-01-03 | w: SAN | L: UTH
1996-01-03 | w: GOS | L: PHL
1996-01-03 | w: CHI | L: HOU
1996-01-03 | w: IND | L: LAC
1996-01-03 | w: POR | L: BOS
1996-01-03 | w: MIL | L: DET
1996-01-03 | w: ORL | L: TOR
1996-01-04 | w: NYK | L: NJN
1996-01-04 | w: SAC | L: DEN
1996-01-04 | w: MIN | L: PHX
1996-01-04 | w: WAS | L: DAL
1996-01-04 | w: ATL | L: TOR
1996-01-04 | w: SEA | L: MIA
1996-01-04 | w: CHI | L: CHH
1996-01-05 | w: LAL | L: UTH
1996-01-05 | w: NJN | L: DAL
1996-01-05 | w: LAC | L: PHX
1996-01-05 | w: GOS | L: MIN
1996-01-05 | w: IND | L: SAN
1996-01-05 | w: BOS | L: CLE
1996-01-05 | w: MIL | L: POR
1996-01-05 | w: VAN | L: PHL
1996-01-05 | w: ORL | L: SEA
1996-01-06 | w: CHI | L: MIL
1996-01-06 | w: SAC | L: GOS
1996-01-06 | w: DET | L: WAS
1996-01-06 | w: MIA | L: DEN
1996-01-06 | w: CLE | L: ORL
1996-01-06 | w: HOU | L: IND
1996-01-06 | w: CHH | L: ATL
1996-01-07 | w: DEN | L: LAL
1996-01-07 | w: DAL | L: BOS
1996-01-07 | w: POR | L: MIN
1996-01-07 | w: LAC | L: VAN
1996-01-08 | w: UTH | L: MIA
1996-01-08 | w: CLE | L: WAS
1996-01-09 | w: LAL | L: MIN
1996-01-09 | w: GOS | L: VAN
1996-01-09 | w: NYK | L: BOS
1996-01-09 | w: SEA | L: MIL
1996-01-09 | w: LAC | L: PHX
1996-01-09 | w: SAN | L: HOU
1996-01-09 | w: ATL | L: SAC
1996-01-09 | w: IND | L: DAL
1996-01-09 | w: ORL | L: NJN
1996-01-09 | w: CHH | L: TOR
1996-01-10 | w: CHI | L: SEA
1996-01-10 | w: SAN | L: CLE
1996-01-10 | w: NJN | L: NYK
1996-01-10 | w: BOS | L: SAC
1996-01-10 | w: WAS | L: PHL
1996-01-10 | w: POR | L: MIA
1996-01-10 | w: DEN | L: VAN
1996-01-11 | w: LAC | L: MIN
1996-01-11 | w: PHX | L: GOS
1996-01-11 | w: IND | L: MIL
1996-01-11 | w: ATL | L: TOR
1996-01-11 | w: DET | L: CHH
1996-01-12 | w: LAL | L: HOU
1996-01-12 | w: PHL | L: NJN
1996-01-12 | w: SAN | L: UTH
1996-01-12 | w: NYK | L: BOS
1996-01-12 | w: DEN | L: CLE
1996-01-12 | w: DAL | L: PHX
1996-01-12 | w: WAS | L: SAC
1996-01-12 | w: SEA | L: MIA
1996-01-12 | w: GOS | L: VAN
1996-01-12 | w: ORL | L: MIL
1996-01-13 | w: HOU | L: LAC
1996-01-13 | w: SAC | L: NYK
1996-01-13 | w: DET | L: NJN
1996-01-13 | w: SAN | L: ORL
1996-01-13 | w: CHI | L: PHL
1996-01-13 | w: POR | L: DEN
1996-01-13 | w: IND | L: MIN
1996-01-13 | w: ATL | L: BOS
1996-01-13 | w: VAN | L: MIA
1996-01-13 | w: CHH | L: DAL
1996-01-13 | w: TOR | L: WAS
1996-01-14 | w: CLE | L: PHX
1996-01-15 | w: LAL | L: MIA
1996-01-15 | w: NJN | L: TOR
1996-01-15 | w: SEA | L: GOS
1996-01-15 | w: MIL | L: NYK
1996-01-15 | w: CHI | L: WAS
1996-01-15 | w: ATL | L: DET
1996-01-15 | w: HOU | L: UTH
1996-01-15 | w: DAL | L: ORL
1996-01-15 | w: MIN | L: SAC
1996-01-16 | w: SAN | L: BOS
1996-01-16 | w: CHI | L: PHL
1996-01-16 | w: POR | L: DEN
1996-01-16 | w: SEA | L: CLE
1996-01-16 | w: IND | L: TOR
1996-01-17 | w: NYK | L: LAC
1996-01-17 | w: ORL | L: PHX
1996-01-17 | w: MIL | L: PHL
1996-01-17 | w: HOU | L: DEN
1996-01-17 | w: ATL | L: IND
1996-01-17 | w: MIA | L: WAS
1996-01-17 | w: MIN | L: GOS
1996-01-17 | w: NJN | L: CHH
1996-01-18 | w: SAC | L: POR
1996-01-18 | w: MIL | L: GOS
1996-01-18 | w: DET | L: SAN
1996-01-18 | w: BOS | L: HOU
1996-01-18 | w: CLE | L: VAN
1996-01-18 | w: CHI | L: TOR
1996-01-19 | w: LAL | L: LAC
1996-01-19 | w: UTH | L: ORL
1996-01-19 | w: ATL | L: PHL
1996-01-19 | w: POR | L: PHX
1996-01-19 | w: IND | L: DET
1996-01-19 | w: WAS | L: NJN
1996-01-19 | w: MIN | L: SAN
1996-01-19 | w: NYK | L: SEA
1996-01-19 | w: CHH | L: MIA
1996-01-19 | w: DAL | L: BOS
1996-01-20 | w: CLE | L: LAL
1996-01-20 | w: NJN | L: MIN
1996-01-20 | w: UTH | L: LAC
1996-01-20 | w: SAC | L: DEN
1996-01-20 | w: ATL | L: MIA
1996-01-20 | w: VAN | L: NYK
1996-01-20 | w: GOS | L: CHH
1996-01-21 | w: CHI | L: DET
1996-01-21 | w: PHX | L: SAC
1996-01-21 | w: SAN | L: PHL
1996-01-21 | w: ORL | L: HOU
1996-01-21 | w: IND | L: WAS
1996-01-21 | w: POR | L: CLE
1996-01-21 | w: SEA | L: DAL
1996-01-21 | w: TOR | L: BOS
1996-01-22 | w: VAN | L: MIL
1996-01-22 | w: ATL | L: HOU
1996-01-22 | w: MIA | L: SAN
1996-01-23 | w: DAL | L: SAC
1996-01-23 | w: CHI | L: NYK
1996-01-23 | w: UTH | L: POR
1996-01-23 | w: ATL | L: CLE
1996-01-23 | w: IND | L: PHX
1996-01-23 | w: ORL | L: PHL
1996-01-23 | w: TOR | L: NJN
1996-01-24 | w: CHI | L: VAN
1996-01-24 | w: UTH | L: GOS
1996-01-24 | w: DET | L: SAN
1996-01-24 | w: HOU | L: NJN
1996-01-24 | w: CLE | L: PHL
1996-01-24 | w: LAL | L: BOS
1996-01-24 | w: IND | L: MIL
1996-01-24 | w: SEA | L: DEN
1996-01-24 | w: NYK | L: MIA
1996-01-24 | w: PHX | L: MIN
1996-01-24 | w: CHH | L: WAS
1996-01-25 | w: LAC | L: DEN
1996-01-25 | w: WAS | L: HOU
1996-01-25 | w: DET | L: DAL
1996-01-25 | w: VAN | L: TOR
1996-01-26 | w: CHI | L: MIA
1996-01-26 | w: NJN | L: CHH
1996-01-26 | w: GOS | L: SAC
1996-01-26 | w: SAN | L: POR
1996-01-26 | w: LAL | L: PHL
1996-01-26 | w: IND | L: BOS
1996-01-26 | w: PHX | L: MIL
1996-01-26 | w: SEA | L: UTH
1996-01-26 | w: ATL | L: ORL
1996-01-27 | w: LAL | L: NJN
1996-01-27 | w: NYK | L: MIN
1996-01-27 | w: SEA | L: LAC
1996-01-27 | w: DEN | L: TOR
1996-01-27 | w: UTH | L: GOS
1996-01-27 | w: IND | L: ORL
1996-01-27 | w: HOU | L: DET
1996-01-27 | w: MIA | L: CLE
1996-01-27 | w: WAS | L: VAN
1996-01-27 | w: POR | L: DAL
1996-01-27 | w: CHH | L: PHL
1996-01-28 | w: CHI | L: PHX
1996-01-29 | w: NYK | L: MIA
1996-01-29 | w: UTH | L: DET
1996-01-29 | w: PHL | L: VAN
1996-01-29 | w: SEA | L: POR
1996-01-29 | w: CHH | L: CLE
1996-01-30 | w: LAL | L: GOS
1996-01-30 | w: SAC | L: TOR
1996-01-30 | w: CHI | L: HOU
1996-01-30 | w: IND | L: ATL
1996-01-30 | w: SEA | L: NJN
1996-01-30 | w: DEN | L: MIN
1996-01-30 | w: PHX | L: MIA
1996-01-30 | w: DAL | L: LAC
1996-01-30 | w: ORL | L: BOS
1996-01-31 | w: SAN | L: LAC
1996-01-31 | w: BOS | L: VAN
1996-01-31 | w: UTH | L: POR
1996-01-31 | w: CLE | L: MIL
1996-01-31 | w: PHX | L: ATL
1996-02-01 | w: NYK | L: ORL
1996-02-01 | w: CHI | L: SAC
1996-02-01 | w: MIL | L: DEN
1996-02-01 | w: DET | L: IND
1996-02-01 | w: DAL | L: SEA
1996-02-01 | w: MIA | L: PHL
1996-02-01 | w: HOU | L: CHH
1996-02-02 | w: CHI | L: LAL
1996-02-02 | w: SAN | L: MIN
1996-02-02 | w: GOS | L: TOR
1996-02-02 | w: UTH | L: LAC
1996-02-02 | w: WAS | L: POR
1996-02-02 | w: IND | L: BOS
1996-02-02 | w: CLE | L: PHX
1996-02-02 | w: NJN | L: VAN
1996-02-02 | w: ORL | L: ATL
1996-02-03 | w: TOR | L: LAC
1996-02-03 | w: CLE | L: MIL
1996-02-03 | w: POR | L: PHL
1996-02-03 | w: SAC | L: DET
1996-02-03 | w: SEA | L: HOU
1996-02-03 | w: MIN | L: DAL
1996-02-03 | w: BOS | L: MIA
1996-02-04 | w: LAL | L: UTH
1996-02-04 | w: GOS | L: NJN
1996-02-04 | w: DEN | L: CHI
1996-02-04 | w: IND | L: NYK
1996-02-04 | w: ATL | L: CHH
1996-02-04 | w: PHX | L: WAS
1996-02-04 | w: ORL | L: SAN
1996-02-05 | w: GOS | L: LAC
1996-02-05 | w: NYK | L: DET
1996-02-05 | w: UTH | L: VAN
1996-02-05 | w: MIN | L: DAL
1996-02-05 | w: MIA | L: SAC
1996-02-05 | w: POR | L: TOR
1996-02-06 | w: MIL | L: DAL
1996-02-06 | w: PHX | L: CHI
1996-02-06 | w: LAL | L: DEN
1996-02-06 | w: CLE | L: BOS
1996-02-06 | w: SEA | L: HOU
1996-02-06 | w: ORL | L: SAC
1996-02-06 | w: SAN | L: CHH
1996-02-07 | w: LAL | L: NJN
1996-02-07 | w: CHI | L: GOS
1996-02-07 | w: NYK | L: WAS
1996-02-07 | w: HOU | L: LAC
1996-02-07 | w: SAN | L: BOS
1996-02-07 | w: PHL | L: IND
1996-02-07 | w: DET | L: ORL
1996-02-07 | w: UTH | L: VAN
1996-02-07 | w: POR | L: MIN
1996-02-07 | w: MIA | L: ATL
1996-02-07 | w: MIL | L: TOR
1996-02-08 | w: DEN | L: LAC
1996-02-08 | w: PHX | L: NJN
1996-02-08 | w: ATL | L: WAS
1996-02-08 | w: DAL | L: UTH
1996-02-08 | w: CHH | L: SAC
1996-02-13 | w: MIN | L: SAC
1996-02-13 | w: UTH | L: SAN
1996-02-13 | w: CHI | L: WAS
1996-02-13 | w: BOS | L: LAC
1996-02-13 | w: SEA | L: PHX
1996-02-13 | w: PHL | L: MIL
1996-02-13 | w: NJN | L: IND
1996-02-13 | w: HOU | L: DAL
1996-02-13 | w: GOS | L: POR
1996-02-13 | w: CLE | L: CHH
1996-02-13 | w: TOR | L: MIA
1996-02-13 | w: ORL | L: DEN
1996-02-14 | w: LAL | L: ATL
1996-02-14 | w: NJN | L: IND
1996-02-14 | w: GOS | L: BOS
1996-02-14 | w: DET | L: PHL
1996-02-14 | w: VAN | L: SAC
1996-02-14 | w: SEA | L: MIN
1996-02-14 | w: CHH | L: NYK
1996-02-15 | w: CHI | L: DET
1996-02-15 | w: MIL | L: WAS
1996-02-15 | w: UTH | L: DAL
1996-02-15 | w: HOU | L: SAN
1996-02-15 | w: PHX | L: POR
1996-02-15 | w: MIA | L: DEN
1996-02-15 | w: CLE | L: TOR
1996-02-16 | w: LAL | L: DAL
1996-02-16 | w: BOS | L: SAC
1996-02-16 | w: SAN | L: GOS
1996-02-16 | w: NYK | L: PHL
